country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_size,technology_name,technology_capacity
CO,PE,,,3.1,0.1,,PP_CO2_[PE],1.8
CO,PE,,,3.1,1.2,,BESS_[PE],64.6
CO,PE,,,3.1,0.1,,EL_to_HTH_[PE],5.7
CO,PE,,,3.1,0.2,,EL_to_NH3_[PE],3.1
CO,PE,,,3.1,0.2,,NH3_Storage_[PE],10.0
CO,PE,,,3.1,0.0,,NH3_to_EL_[PE],0.3
CO,PE,,,3.1,0.0,,NH3_to_HTH_[PE],0.6
CO,PE,,,3.1,0.1,,FF_to_HTH_[PE],1.7
CO,PE,,,3.1,0.0,,EL_Demand_[PE],19.3
CO,PE,,,3.1,0.0,,HTH_Demand_[PE],5.7
CO,PE,,,17.4,0.0,,RE_PV_Rooftop_Lim_[CO],0.0
CO,PE,,,17.4,0.5,,RE_PV_Openfield_Lim_[CO],28.8
CO,PE,,,17.4,2.7,,RE_WIND_Onshore_Lim_[CO],76.0
CO,PE,,,17.4,0.0,,RE_WIND_Offshore_Lim_[CO],0.0
CO,PE,,,17.4,0.8,,PP_CO2_[CO],11.2
CO,PE,,,17.4,0.3,,BESS_[CO],18.2
CO,PE,,,17.4,0.1,,EL_to_HTH_[CO],12.7
CO,PE,,,17.4,0.0,,EL_to_NH3_[CO],0.0
CO,PE,,,17.4,0.0,,NH3_Storage_[CO],0.0
CO,PE,,,17.4,0.0,,NH3_to_EL_[CO],0.0
CO,PE,,,17.4,0.0,,NH3_to_HTH_[CO],0.0
CO,PE,,,17.4,0.8,,FF_to_HTH_[CO],12.5
CO,PE,,,17.4,0.0,,EL_Demand_[CO],33.0
CO,PE,,,17.4,0.0,,HTH_Demand_[CO],12.9
CO,PE,,,17.4,0.0,,RE_PV_Rooftop_Lim_[PE],0.0
CO,PE,,,17.4,0.2,,RE_PV_Openfield_Lim_[PE],11.4
CO,PE,,,17.4,2.2,,RE_WIND_Onshore_Lim_[PE],61.0
CO,PE,,,17.4,0.0,,RE_WIND_Offshore_Lim_[PE],0.0
CO,PE,,,17.4,1.0,,PP_CO2_[PE],9.6
CO,PE,,,17.4,0.1,,BESS_[PE],6.1
CO,PE,,,17.4,0.1,,EL_to_HTH_[PE],5.6
CO,PE,,,17.4,0.0,,EL_to_NH3_[PE],0.0
CO,PE,,,17.4,0.0,,NH3_Storage_[PE],0.0
CO,PE,,,17.4,0.0,,NH3_to_EL_[PE],0.0
CO,PE,,,17.4,0.0,,NH3_to_HTH_[PE],0.0
CO,PE,,,17.4,0.5,,FF_to_HTH_[PE],5.6
CO,PE,,,17.4,0.0,,EL_Demand_[PE],19.3
CO,PE,,,17.4,0.0,,HTH_Demand_[PE],5.7
CO,PE,,,8.7,0.0,,RE_PV_Rooftop_Lim_[CO],0.0
CO,PE,,,8.7,0.4,,RE_PV_Openfield_Lim_[CO],28.4
CO,PE,,,8.7,3.5,,RE_WIND_Onshore_Lim_[CO],96.8
CO,PE,,,8.7,0.0,,RE_WIND_Offshore_Lim_[CO],0.0
CO,PE,,,8.7,0.5,,PP_CO2_[CO],7.1
CO,PE,,,8.7,0.4,,BESS_[CO],24.8
CO,PE,,,8.7,0.1,,EL_to_HTH_[CO],12.7
CO,PE,,,8.7,0.0,,EL_to_NH3_[CO],0.0
CO,PE,,,8.7,0.0,,NH3_Storage_[CO],0.1
CO,PE,,,8.7,0.0,,NH3_to_EL_[CO],0.0
CO,PE,,,8.7,0.0,,NH3_to_HTH_[CO],0.0
CO,PE,,,8.7,0.5,,FF_to_HTH_[CO],12.4
CO,PE,,,8.7,0.0,,EL_Demand_[CO],33.0
CO,PE,,,8.7,0.0,,HTH_Demand_[CO],12.9
CO,PE,,,8.7,0.0,,RE_PV_Rooftop_Lim_[PE],0.0
CO,PE,,,8.7,0.2,,RE_PV_Openfield_Lim_[PE],13.5
CO,PE,,,8.7,2.6,,RE_WIND_Onshore_Lim_[PE],72.1
CO,PE,,,8.7,0.0,,RE_WIND_Offshore_Lim_[PE],0.0
CO,PE,,,8.7,0.4,,PP_CO2_[PE],5.6
CO,PE,,,8.7,0.7,,BESS_[PE],39.0
CO,PE,,,8.7,0.1,,EL_to_HTH_[PE],5.6
CO,PE,,,8.7,0.0,,EL_to_NH3_[PE],0.0
CO,PE,,,8.7,0.0,,NH3_Storage_[PE],0.0
CO,PE,,,8.7,0.0,,NH3_to_EL_[PE],0.0
CO,PE,,,8.7,0.0,,NH3_to_HTH_[PE],0.0
CO,PE,,,8.7,0.4,,FF_to_HTH_[PE],5.6
CO,PE,,,8.7,0.0,,EL_Demand_[PE],19.3
CO,PE,,,8.7,0.0,,HTH_Demand_[PE],5.7
CO,PE,,,15.6,0.0,,RE_PV_Rooftop_Lim_[CO],0.0
CO,PE,,,15.6,0.5,,RE_PV_Openfield_Lim_[CO],29.8
CO,PE,,,15.6,2.9,,RE_WIND_Onshore_Lim_[CO],79.7
CO,PE,,,15.6,0.0,,RE_WIND_Offshore_Lim_[CO],0.0
CO,PE,,,15.6,0.7,,PP_CO2_[CO],10.6
CO,PE,,,15.6,0.3,,BESS_[CO],18.7
CO,PE,,,15.6,0.1,,EL_to_HTH_[CO],12.7
CO,PE,,,15.6,0.0,,EL_to_NH3_[CO],0.0
CO,PE,,,15.6,0.0,,NH3_Storage_[CO],0.0
CO,PE,,,15.6,0.0,,NH3_to_EL_[CO],0.0
CO,PE,,,15.6,0.0,,NH3_to_HTH_[CO],0.0
CO,PE,,,15.6,0.7,,FF_to_HTH_[CO],12.5
CO,PE,,,15.6,0.0,,EL_Demand_[CO],33.0
CO,PE,,,15.6,0.0,,HTH_Demand_[CO],12.9
CO,PE,,,15.6,0.0,,RE_PV_Rooftop_Lim_[PE],0.0
CO,PE,,,15.6,0.2,,RE_PV_Openfield_Lim_[PE],11.1
CO,PE,,,15.6,2.3,,RE_WIND_Onshore_Lim_[PE],63.3
CO,PE,,,15.6,0.0,,RE_WIND_Offshore_Lim_[PE],0.0
CO,PE,,,15.6,0.9,,PP_CO2_[PE],8.9
CO,PE,,,15.6,0.2,,BESS_[PE],10.5
CO,PE,,,15.6,0.1,,EL_to_HTH_[PE],5.6
CO,PE,,,15.6,0.0,,EL_to_NH3_[PE],0.0
CO,PE,,,15.6,0.0,,NH3_Storage_[PE],0.0
CO,PE,,,15.6,0.0,,NH3_to_EL_[PE],0.0
CO,PE,,,15.6,0.0,,NH3_to_HTH_[PE],0.0
CO,PE,,,15.6,0.5,,FF_to_HTH_[PE],5.6
CO,PE,,,15.6,0.0,,EL_Demand_[PE],19.3
CO,PE,,,15.6,0.0,,HTH_Demand_[PE],5.7
CO,PE,,,19.5,0.0,,RE_PV_Rooftop_Lim_[CO],0.0
CO,PE,,,19.5,0.4,,RE_PV_Openfield_Lim_[CO],27.5
CO,PE,,,19.5,2.6,,RE_WIND_Onshore_Lim_[CO],72.2
CO,PE,,,19.5,0.0,,RE_WIND_Offshore_Lim_[CO],0.0
CO,PE,,,19.5,0.8,,PP_CO2_[CO],11.8
CO,PE,,,19.5,0.3,,BESS_[CO],17.6
CO,PE,,,19.5,0.1,,EL_to_HTH_[CO],12.7
CO,PE,,,19.5,0.0,,EL_to_NH3_[CO],0.0
CO,PE,,,19.5,0.0,,NH3_Storage_[CO],0.0
CO,PE,,,19.5,0.0,,NH3_to_EL_[CO],0.0
CO,PE,,,19.5,0.0,,NH3_to_HTH_[CO],0.0
CO,PE,,,19.5,0.9,,FF_to_HTH_[CO],12.5
CO,PE,,,19.5,0.0,,EL_Demand_[CO],33.0
CO,PE,,,19.5,0.0,,HTH_Demand_[CO],12.9
CO,PE,,,19.5,0.0,,RE_PV_Rooftop_Lim_[PE],0.0
CO,PE,,,19.5,0.2,,RE_PV_Openfield_Lim_[PE],11.2
CO,PE,,,19.5,2.1,,RE_WIND_Onshore_Lim_[PE],57.8
CO,PE,,,19.5,0.0,,RE_WIND_Offshore_Lim_[PE],0.0
CO,PE,,,19.5,1.2,,PP_CO2_[PE],10.1
CO,PE,,,19.5,0.1,,BESS_[PE],3.7
CO,PE,,,19.5,0.1,,EL_to_HTH_[PE],5.6
CO,PE,,,19.5,0.0,,EL_to_NH3_[PE],0.0
CO,PE,,,19.5,0.0,,NH3_Storage_[PE],0.0
CO,PE,,,19.5,0.0,,NH3_to_EL_[PE],0.0
CO,PE,,,19.5,0.0,,NH3_to_HTH_[PE],0.0
CO,PE,,,19.5,0.6,,FF_to_HTH_[PE],5.6
CO,PE,,,19.5,0.0,,EL_Demand_[PE],19.3
CO,PE,,,19.5,0.0,,HTH_Demand_[PE],5.7
CO,PE,,,0.0,0.0,,RE_PV_Rooftop_Lim_[CO],0.0
CO,PE,,,0.0,1.2,,RE_PV_Openfield_Lim_[CO],73.4
CO,PE,,,0.0,4.6,,RE_WIND_Onshore_Lim_[CO],127.7
CO,PE,,,0.0,0.0,,RE_WIND_Offshore_Lim_[CO],0.0
CO,PE,,,0.0,0.0,,PP_CO2_[CO],0.0
CO,PE,,,0.0,0.5,,BESS_[CO],30.4
CO,PE,,,0.0,0.1,,EL_to_HTH_[CO],12.7
CO,PE,,,0.0,0.4,,EL_to_NH3_[CO],6.7
CO,PE,,,0.0,1.0,,NH3_Storage_[CO],62.0
CO,PE,,,0.0,0.1,,NH3_to_EL_[CO],0.8
CO,PE,,,0.0,0.0,,NH3_to_HTH_[CO],2.4
CO,PE,,,0.0,0.0,,FF_to_HTH_[CO],0.0
CO,PE,,,0.0,0.0,,EL_Demand_[CO],33.0
CO,PE,,,0.0,0.0,,HTH_Demand_[CO],12.9
CO,PE,,,0.0,0.0,,RE_PV_Rooftop_Lim_[PE],0.0
CO,PE,,,0.0,0.4,,RE_PV_Openfield_Lim_[PE],26.2
CO,PE,,,0.0,2.9,,RE_WIND_Onshore_Lim_[PE],82.0
CO,PE,,,0.0,0.0,,RE_WIND_Offshore_Lim_[PE],0.0
CO,PE,,,0.0,0.0,,PP_CO2_[PE],0.0
CO,PE,,,0.0,1.3,,BESS_[PE],73.9
CO,PE,,,0.0,0.1,,EL_to_HTH_[PE],5.7
CO,PE,,,0.0,0.3,,EL_to_NH3_[PE],5.7
CO,PE,,,0.0,0.3,,NH3_Storage_[PE],15.3
CO,PE,,,0.0,0.0,,NH3_to_EL_[PE],0.5
CO,PE,,,0.0,0.0,,NH3_to_HTH_[PE],1.0
CO,PE,,,0.0,0.0,,FF_to_HTH_[PE],0.0
CO,PE,,,0.0,0.0,,EL_Demand_[PE],19.3
CO,PE,,,0.0,0.0,,HTH_Demand_[PE],5.7
CO,PE,,,19.5,0.0,,RE_PV_Rooftop_Lim_[CO],0.0
CO,PE,,,19.5,0.4,,RE_PV_Openfield_Lim_[CO],27.5
CO,PE,,,19.5,2.6,,RE_WIND_Onshore_Lim_[CO],72.2
CO,PE,,,19.5,0.0,,RE_WIND_Offshore_Lim_[CO],0.0
CO,PE,,,19.5,0.8,,PP_CO2_[CO],11.8
CO,PE,,,19.5,0.3,,BESS_[CO],17.6
CO,PE,,,19.5,0.1,,EL_to_HTH_[CO],12.7
CO,PE,,,19.5,0.0,,EL_to_NH3_[CO],0.0
CO,PE,,,19.5,0.0,,NH3_Storage_[CO],0.0
CO,PE,,,19.5,0.0,,NH3_to_EL_[CO],0.0
CO,PE,,,19.5,0.0,,NH3_to_HTH_[CO],0.0
CO,PE,,,19.5,0.9,,FF_to_HTH_[CO],12.5
CO,PE,,,19.5,0.0,,EL_Demand_[CO],33.0
CO,PE,,,19.5,0.0,,HTH_Demand_[CO],12.9
CO,PE,,,19.5,0.0,,RE_PV_Rooftop_Lim_[PE],0.0
CO,PE,,,19.5,0.2,,RE_PV_Openfield_Lim_[PE],11.2
CO,PE,,,19.5,2.1,,RE_WIND_Onshore_Lim_[PE],57.8
CO,PE,,,19.5,0.0,,RE_WIND_Offshore_Lim_[PE],0.0
CO,PE,,,19.5,1.2,,PP_CO2_[PE],10.1
CO,PE,,,19.5,0.1,,BESS_[PE],3.7
CO,PE,,,19.5,0.1,,EL_to_HTH_[PE],5.6
CO,PE,,,19.5,0.0,,EL_to_NH3_[PE],0.0
CO,PE,,,19.5,0.0,,NH3_Storage_[PE],0.0
CO,PE,,,19.5,0.0,,NH3_to_EL_[PE],0.0
CO,PE,,,19.5,0.0,,NH3_to_HTH_[PE],0.0
CO,PE,,,19.5,0.6,,FF_to_HTH_[PE],5.6
CO,PE,,,19.5,0.0,,EL_Demand_[PE],19.3
CO,PE,,,19.5,0.0,,HTH_Demand_[PE],5.7
CO,PE,,,18.7,0.0,,RE_PV_Rooftop_Lim_[CO],0.0
CO,PE,,,18.7,0.4,,RE_PV_Openfield_Lim_[CO],28.0
CO,PE,,,18.7,2.6,,RE_WIND_Onshore_Lim_[CO],73.5
CO,PE,,,18.7,0.0,,RE_WIND_Offshore_Lim_[CO],0.0
CO,PE,,,18.7,0.8,,PP_CO2_[CO],11.6
CO,PE,,,18.7,0.3,,BESS_[CO],17.8
CO,PE,,,18.7,0.1,,EL_to_HTH_[CO],12.7
CO,PE,,,18.7,0.0,,EL_to_NH3_[CO],0.0
CO,PE,,,18.7,0.0,,NH3_Storage_[CO],0.0
CO,PE,,,18.7,0.0,,NH3_to_EL_[CO],0.0
CO,PE,,,18.7,0.0,,NH3_to_HTH_[CO],0.0
CO,PE,,,18.7,0.9,,FF_to_HTH_[CO],12.5
CO,PE,,,18.7,0.0,,EL_Demand_[CO],33.0
CO,PE,,,18.7,0.0,,HTH_Demand_[CO],12.9
CO,PE,,,18.7,0.0,,RE_PV_Rooftop_Lim_[PE],0.0
CO,PE,,,18.7,0.2,,RE_PV_Openfield_Lim_[PE],11.5
CO,PE,,,18.7,2.1,,RE_WIND_Onshore_Lim_[PE],58.9
CO,PE,,,18.7,0.0,,RE_WIND_Offshore_Lim_[PE],0.0
CO,PE,,,18.7,1.1,,PP_CO2_[PE],10.0
CO,PE,,,18.7,0.1,,BESS_[PE],4.1
CO,PE,,,18.7,0.1,,EL_to_HTH_[PE],5.6
CO,PE,,,18.7,0.0,,EL_to_NH3_[PE],0.0
CO,PE,,,18.7,0.0,,NH3_Storage_[PE],0.0
CO,PE,,,18.7,0.0,,NH3_to_EL_[PE],0.0
CO,PE,,,18.7,0.0,,NH3_to_HTH_[PE],0.0
CO,PE,,,18.7,0.5,,FF_to_HTH_[PE],5.6
CO,PE,,,18.7,0.0,,EL_Demand_[PE],19.3
CO,PE,,,18.7,0.0,,HTH_Demand_[PE],5.7
CO,PE,,,6.2,0.0,,RE_PV_Rooftop_Lim_[CO],0.0
CO,PE,,,6.2,0.5,,RE_PV_Openfield_Lim_[CO],29.4
CO,PE,,,6.2,3.7,,RE_WIND_Onshore_Lim_[CO],102.4
CO,PE,,,6.2,0.0,,RE_WIND_Offshore_Lim_[CO],0.0
CO,PE,,,6.2,0.4,,PP_CO2_[CO],6.2
CO,PE,,,6.2,0.5,,BESS_[CO],25.8
CO,PE,,,6.2,0.1,,EL_to_HTH_[CO],12.7
CO,PE,,,6.2,0.0,,EL_to_NH3_[CO],0.0
CO,PE,,,6.2,0.0,,NH3_Storage_[CO],0.1
CO,PE,,,6.2,0.0,,NH3_to_EL_[CO],0.0
CO,PE,,,6.2,0.0,,NH3_to_HTH_[CO],0.0
CO,PE,,,6.2,0.4,,FF_to_HTH_[CO],12.5
CO,PE,,,6.2,0.0,,EL_Demand_[CO],33.0
CO,PE,,,6.2,0.0,,HTH_Demand_[CO],12.9
CO,PE,,,6.2,0.0,,RE_PV_Rooftop_Lim_[PE],0.0
CO,PE,,,6.2,0.2,,RE_PV_Openfield_Lim_[PE],15.7
CO,PE,,,6.2,2.7,,RE_WIND_Onshore_Lim_[PE],75.5
CO,PE,,,6.2,0.0,,RE_WIND_Offshore_Lim_[PE],0.0
CO,PE,,,6.2,0.2,,PP_CO2_[PE],3.5
CO,PE,,,6.2,0.9,,BESS_[PE],49.6
CO,PE,,,6.2,0.1,,EL_to_HTH_[PE],5.6
CO,PE,,,6.2,0.1,,EL_to_NH3_[PE],1.4
CO,PE,,,6.2,0.1,,NH3_Storage_[PE],3.3
CO,PE,,,6.2,0.0,,NH3_to_EL_[PE],0.3
CO,PE,,,6.2,0.0,,NH3_to_HTH_[PE],0.2
CO,PE,,,6.2,0.3,,FF_to_HTH_[PE],4.6
CO,PE,,,6.2,0.0,,EL_Demand_[PE],19.3
CO,PE,,,6.2,0.0,,HTH_Demand_[PE],5.7
CO,PE,,,9.4,0.0,,RE_PV_Rooftop_Lim_[CO],0.0
CO,PE,,,9.4,0.4,,RE_PV_Openfield_Lim_[CO],27.6
CO,PE,,,9.4,3.4,,RE_WIND_Onshore_Lim_[CO],94.2
CO,PE,,,9.4,0.0,,RE_WIND_Offshore_Lim_[CO],0.0
CO,PE,,,9.4,0.5,,PP_CO2_[CO],7.5
CO,PE,,,9.4,0.4,,BESS_[CO],24.5
CO,PE,,,9.4,0.1,,EL_to_HTH_[CO],12.7
CO,PE,,,9.4,0.0,,EL_to_NH3_[CO],0.0
CO,PE,,,9.4,0.0,,NH3_Storage_[CO],0.1
CO,PE,,,9.4,0.0,,NH3_to_EL_[CO],0.0
CO,PE,,,9.4,0.0,,NH3_to_HTH_[CO],0.0
CO,PE,,,9.4,0.5,,FF_to_HTH_[CO],12.4
CO,PE,,,9.4,0.0,,EL_Demand_[CO],33.0
CO,PE,,,9.4,0.0,,HTH_Demand_[CO],12.9
CO,PE,,,9.4,0.0,,RE_PV_Rooftop_Lim_[PE],0.0
CO,PE,,,9.4,0.2,,RE_PV_Openfield_Lim_[PE],13.9
CO,PE,,,9.4,2.6,,RE_WIND_Onshore_Lim_[PE],71.1
CO,PE,,,9.4,0.0,,RE_WIND_Offshore_Lim_[PE],0.0
CO,PE,,,9.4,0.4,,PP_CO2_[PE],5.8
CO,PE,,,9.4,0.7,,BESS_[PE],37.5
CO,PE,,,9.4,0.1,,EL_to_HTH_[PE],5.6
CO,PE,,,9.4,0.0,,EL_to_NH3_[PE],0.0
CO,PE,,,9.4,0.0,,NH3_Storage_[PE],0.0
CO,PE,,,9.4,0.0,,NH3_to_EL_[PE],0.0
CO,PE,,,9.4,0.0,,NH3_to_HTH_[PE],0.0
CO,PE,,,9.4,0.4,,FF_to_HTH_[PE],5.6
CO,PE,,,9.4,0.0,,EL_Demand_[PE],19.3
CO,PE,,,9.4,0.0,,HTH_Demand_[PE],5.7
