country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_size,technology_name,technology_capacity
NG,KE,,,9.5,0.1,,EL_to_NH3_[KE],1.2
NG,KE,,,9.5,0.1,,NH3_Storage_[KE],5.6
NG,KE,,,9.5,0.0,,NH3_to_EL_[KE],0.0
NG,KE,,,9.5,0.0,,NH3_to_HTH_[KE],0.8
NG,KE,,,9.5,0.0,,FF_to_HTH_[KE],1.4
NG,KE,,,9.5,0.0,,EL_Demand_[KE],12.2
NG,KE,,,9.5,0.0,,HTH_Demand_[KE],5.8
NG,KE,,,9.5,0.0,,RE_PV_Rooftop_Lim_[NG],0.0
NG,KE,,,9.5,4.3,,RE_PV_Openfield_Lim_[NG],267.9
NG,KE,,,9.5,13.9,,RE_WIND_Onshore_Lim_[NG],300.0
NG,KE,,,9.5,0.0,,RE_WIND_Offshore_Lim_[NG],0.0
NG,KE,,,9.5,0.2,,PP_CO2_[NG],3.0
NG,KE,,,9.5,4.0,,BESS_[NG],222.4
NG,KE,,,9.5,0.5,,EL_to_HTH_[NG],45.2
NG,KE,,,9.5,0.3,,EL_to_NH3_[NG],5.3
NG,KE,,,9.5,0.4,,NH3_Storage_[NG],22.9
NG,KE,,,9.5,0.1,,NH3_to_EL_[NG],1.3
NG,KE,,,9.5,0.0,,NH3_to_HTH_[NG],1.7
NG,KE,,,9.5,1.2,,FF_to_HTH_[NG],44.4
NG,KE,,,9.5,0.0,,EL_Demand_[NG],91.3
NG,KE,,,9.5,0.0,,HTH_Demand_[NG],47.1
NG,KE,,,53.0,0.0,,RE_PV_Rooftop_Lim_[KE],0.0
NG,KE,,,53.0,0.2,,RE_PV_Openfield_Lim_[KE],10.2
NG,KE,,,53.0,1.0,,RE_WIND_Onshore_Lim_[KE],21.0
NG,KE,,,53.0,0.0,,RE_WIND_Offshore_Lim_[KE],0.0
NG,KE,,,53.0,0.6,,PP_CO2_[KE],7.8
NG,KE,,,53.0,0.1,,BESS_[KE],4.3
NG,KE,,,53.0,0.1,,EL_to_HTH_[KE],5.7
NG,KE,,,53.0,0.0,,EL_to_NH3_[KE],0.0
NG,KE,,,53.0,0.0,,NH3_Storage_[KE],0.0
NG,KE,,,53.0,0.0,,NH3_to_EL_[KE],0.0
NG,KE,,,53.0,0.0,,NH3_to_HTH_[KE],0.0
NG,KE,,,53.0,0.3,,FF_to_HTH_[KE],5.6
NG,KE,,,53.0,0.0,,EL_Demand_[KE],12.2
NG,KE,,,53.0,0.0,,HTH_Demand_[KE],5.8
NG,KE,,,53.0,0.0,,RE_PV_Rooftop_Lim_[NG],0.0
NG,KE,,,53.0,2.7,,RE_PV_Openfield_Lim_[NG],169.6
NG,KE,,,53.0,7.6,,RE_WIND_Onshore_Lim_[NG],162.4
NG,KE,,,53.0,0.0,,RE_WIND_Offshore_Lim_[NG],0.0
NG,KE,,,53.0,3.5,,PP_CO2_[NG],37.0
NG,KE,,,53.0,2.1,,BESS_[NG],115.4
NG,KE,,,53.0,0.5,,EL_to_HTH_[NG],43.8
NG,KE,,,53.0,0.0,,EL_to_NH3_[NG],0.0
NG,KE,,,53.0,0.0,,NH3_Storage_[NG],0.1
NG,KE,,,53.0,0.0,,NH3_to_EL_[NG],0.0
NG,KE,,,53.0,0.0,,NH3_to_HTH_[NG],0.1
NG,KE,,,53.0,3.5,,FF_to_HTH_[NG],46.3
NG,KE,,,53.0,0.0,,EL_Demand_[NG],91.3
NG,KE,,,53.0,0.0,,HTH_Demand_[NG],47.1
NG,KE,,,30.1,0.0,,RE_PV_Rooftop_Lim_[KE],0.0
NG,KE,,,30.1,0.2,,RE_PV_Openfield_Lim_[KE],13.8
NG,KE,,,30.1,1.1,,RE_WIND_Onshore_Lim_[KE],23.7
NG,KE,,,30.1,0.0,,RE_WIND_Offshore_Lim_[KE],0.0
NG,KE,,,30.1,0.4,,PP_CO2_[KE],6.6
NG,KE,,,30.1,0.1,,BESS_[KE],8.3
NG,KE,,,30.1,0.1,,EL_to_HTH_[KE],5.7
NG,KE,,,30.1,0.0,,EL_to_NH3_[KE],0.0
NG,KE,,,30.1,0.0,,NH3_Storage_[KE],0.1
NG,KE,,,30.1,0.0,,NH3_to_EL_[KE],0.0
NG,KE,,,30.1,0.0,,NH3_to_HTH_[KE],0.0
NG,KE,,,30.1,0.3,,FF_to_HTH_[KE],5.6
NG,KE,,,30.1,0.0,,EL_Demand_[KE],12.2
NG,KE,,,30.1,0.0,,HTH_Demand_[KE],5.8
NG,KE,,,30.1,0.0,,RE_PV_Rooftop_Lim_[NG],0.0
NG,KE,,,30.1,3.5,,RE_PV_Openfield_Lim_[NG],216.2
NG,KE,,,30.1,10.0,,RE_WIND_Onshore_Lim_[NG],214.6
NG,KE,,,30.1,0.0,,RE_WIND_Offshore_Lim_[NG],0.0
NG,KE,,,30.1,1.9,,PP_CO2_[NG],24.5
NG,KE,,,30.1,2.7,,BESS_[NG],149.3
NG,KE,,,30.1,0.5,,EL_to_HTH_[NG],45.2
NG,KE,,,30.1,0.0,,EL_to_NH3_[NG],0.1
NG,KE,,,30.1,0.0,,NH3_Storage_[NG],0.5
NG,KE,,,30.1,0.0,,NH3_to_EL_[NG],0.0
NG,KE,,,30.1,0.0,,NH3_to_HTH_[NG],0.2
NG,KE,,,30.1,2.3,,FF_to_HTH_[NG],45.8
NG,KE,,,30.1,0.0,,EL_Demand_[NG],91.3
NG,KE,,,30.1,0.0,,HTH_Demand_[NG],47.1
NG,KE,,,47.3,0.0,,RE_PV_Rooftop_Lim_[KE],0.0
NG,KE,,,47.3,0.2,,RE_PV_Openfield_Lim_[KE],10.3
NG,KE,,,47.3,1.0,,RE_WIND_Onshore_Lim_[KE],21.5
NG,KE,,,47.3,0.0,,RE_WIND_Offshore_Lim_[KE],0.0
NG,KE,,,47.3,0.6,,PP_CO2_[KE],7.7
NG,KE,,,47.3,0.1,,BESS_[KE],4.5
NG,KE,,,47.3,0.1,,EL_to_HTH_[KE],5.7
NG,KE,,,47.3,0.0,,EL_to_NH3_[KE],0.0
NG,KE,,,47.3,0.0,,NH3_Storage_[KE],0.0
NG,KE,,,47.3,0.0,,NH3_to_EL_[KE],0.0
NG,KE,,,47.3,0.0,,NH3_to_HTH_[KE],0.0
NG,KE,,,47.3,0.3,,FF_to_HTH_[KE],5.6
NG,KE,,,47.3,0.0,,EL_Demand_[KE],12.2
NG,KE,,,47.3,0.0,,HTH_Demand_[KE],5.8
NG,KE,,,47.3,0.0,,RE_PV_Rooftop_Lim_[NG],0.0
NG,KE,,,47.3,2.9,,RE_PV_Openfield_Lim_[NG],181.7
NG,KE,,,47.3,7.9,,RE_WIND_Onshore_Lim_[NG],171.0
NG,KE,,,47.3,0.0,,RE_WIND_Offshore_Lim_[NG],0.0
NG,KE,,,47.3,3.1,,PP_CO2_[NG],34.1
NG,KE,,,47.3,2.2,,BESS_[NG],123.6
NG,KE,,,47.3,0.5,,EL_to_HTH_[NG],44.3
NG,KE,,,47.3,0.0,,EL_to_NH3_[NG],0.0
NG,KE,,,47.3,0.0,,NH3_Storage_[NG],0.0
NG,KE,,,47.3,0.0,,NH3_to_EL_[NG],0.0
NG,KE,,,47.3,0.0,,NH3_to_HTH_[NG],0.0
NG,KE,,,47.3,3.2,,FF_to_HTH_[NG],46.6
NG,KE,,,47.3,0.0,,EL_Demand_[NG],91.3
NG,KE,,,47.3,0.0,,HTH_Demand_[NG],47.1
NG,KE,,,53.0,0.0,,RE_PV_Rooftop_Lim_[KE],0.0
NG,KE,,,53.0,0.2,,RE_PV_Openfield_Lim_[KE],10.2
NG,KE,,,53.0,1.0,,RE_WIND_Onshore_Lim_[KE],21.0
NG,KE,,,53.0,0.0,,RE_WIND_Offshore_Lim_[KE],0.0
NG,KE,,,53.0,0.6,,PP_CO2_[KE],7.8
NG,KE,,,53.0,0.1,,BESS_[KE],4.3
NG,KE,,,53.0,0.1,,EL_to_HTH_[KE],5.7
NG,KE,,,53.0,0.0,,EL_to_NH3_[KE],0.0
NG,KE,,,53.0,0.0,,NH3_Storage_[KE],0.0
NG,KE,,,53.0,0.0,,NH3_to_EL_[KE],0.0
NG,KE,,,53.0,0.0,,NH3_to_HTH_[KE],0.0
NG,KE,,,53.0,0.3,,FF_to_HTH_[KE],5.6
NG,KE,,,53.0,0.0,,EL_Demand_[KE],12.2
NG,KE,,,53.0,0.0,,HTH_Demand_[KE],5.8
NG,KE,,,53.0,0.0,,RE_PV_Rooftop_Lim_[NG],0.0
NG,KE,,,53.0,2.7,,RE_PV_Openfield_Lim_[NG],169.6
NG,KE,,,53.0,7.6,,RE_WIND_Onshore_Lim_[NG],162.4
NG,KE,,,53.0,0.0,,RE_WIND_Offshore_Lim_[NG],0.0
NG,KE,,,53.0,3.5,,PP_CO2_[NG],37.0
NG,KE,,,53.0,2.1,,BESS_[NG],115.4
NG,KE,,,53.0,0.5,,EL_to_HTH_[NG],43.8
NG,KE,,,53.0,0.0,,EL_to_NH3_[NG],0.0
NG,KE,,,53.0,0.0,,NH3_Storage_[NG],0.1
NG,KE,,,53.0,0.0,,NH3_to_EL_[NG],0.0
NG,KE,,,53.0,0.0,,NH3_to_HTH_[NG],0.1
NG,KE,,,53.0,3.5,,FF_to_HTH_[NG],46.3
NG,KE,,,53.0,0.0,,EL_Demand_[NG],91.3
NG,KE,,,53.0,0.0,,HTH_Demand_[NG],47.1
NG,KE,,,0.0,0.0,,RE_PV_Rooftop_Lim_[KE],0.0
NG,KE,,,0.0,0.6,,RE_PV_Openfield_Lim_[KE],38.6
NG,KE,,,0.0,1.2,,RE_WIND_Onshore_Lim_[KE],26.7
NG,KE,,,0.0,0.0,,RE_WIND_Offshore_Lim_[KE],0.0
NG,KE,,,0.0,0.0,,PP_CO2_[KE],0.0
NG,KE,,,0.0,0.8,,BESS_[KE],44.8
NG,KE,,,0.0,0.1,,EL_to_HTH_[KE],5.7
NG,KE,,,0.0,0.1,,EL_to_NH3_[KE],2.6
NG,KE,,,0.0,0.8,,NH3_Storage_[KE],47.4
NG,KE,,,0.0,0.0,,NH3_to_EL_[KE],0.6
NG,KE,,,0.0,0.0,,NH3_to_HTH_[KE],1.1
NG,KE,,,0.0,0.0,,FF_to_HTH_[KE],0.0
NG,KE,,,0.0,0.0,,EL_Demand_[KE],12.2
NG,KE,,,0.0,0.0,,HTH_Demand_[KE],5.8
NG,KE,,,0.0,0.0,,RE_PV_Rooftop_Lim_[NG],0.0
NG,KE,,,0.0,4.5,,RE_PV_Openfield_Lim_[NG],281.8
NG,KE,,,0.0,17.2,,RE_WIND_Onshore_Lim_[NG],370.6
NG,KE,,,0.0,0.0,,RE_WIND_Offshore_Lim_[NG],0.0
NG,KE,,,0.0,0.0,,PP_CO2_[NG],0.0
NG,KE,,,0.0,3.2,,BESS_[NG],180.5
NG,KE,,,0.0,0.5,,EL_to_HTH_[NG],44.8
NG,KE,,,0.0,0.7,,EL_to_NH3_[NG],11.9
NG,KE,,,0.0,6.7,,NH3_Storage_[NG],399.7
NG,KE,,,0.0,0.0,,NH3_to_EL_[NG],0.0
NG,KE,,,0.0,0.1,,NH3_to_HTH_[NG],9.1
NG,KE,,,0.0,0.0,,FF_to_HTH_[NG],0.0
NG,KE,,,0.0,0.0,,EL_Demand_[NG],91.3
NG,KE,,,0.0,0.0,,HTH_Demand_[NG],47.1
NG,KE,,,53.0,0.0,,RE_PV_Rooftop_Lim_[KE],0.0
NG,KE,,,53.0,0.2,,RE_PV_Openfield_Lim_[KE],10.2
NG,KE,,,53.0,1.0,,RE_WIND_Onshore_Lim_[KE],21.0
NG,KE,,,53.0,0.0,,RE_WIND_Offshore_Lim_[KE],0.0
NG,KE,,,53.0,0.6,,PP_CO2_[KE],7.8
NG,KE,,,53.0,0.1,,BESS_[KE],4.3
NG,KE,,,53.0,0.1,,EL_to_HTH_[KE],5.7
NG,KE,,,53.0,0.0,,EL_to_NH3_[KE],0.0
NG,KE,,,53.0,0.0,,NH3_Storage_[KE],0.0
NG,KE,,,53.0,0.0,,NH3_to_EL_[KE],0.0
NG,KE,,,53.0,0.0,,NH3_to_HTH_[KE],0.0
NG,KE,,,53.0,0.3,,FF_to_HTH_[KE],5.6
NG,KE,,,53.0,0.0,,EL_Demand_[KE],12.2
NG,KE,,,53.0,0.0,,HTH_Demand_[KE],5.8
NG,KE,,,53.0,0.0,,RE_PV_Rooftop_Lim_[NG],0.0
NG,KE,,,53.0,2.7,,RE_PV_Openfield_Lim_[NG],169.6
NG,KE,,,53.0,7.6,,RE_WIND_Onshore_Lim_[NG],162.4
NG,KE,,,53.0,0.0,,RE_WIND_Offshore_Lim_[NG],0.0
NG,KE,,,53.0,3.5,,PP_CO2_[NG],37.0
NG,KE,,,53.0,2.1,,BESS_[NG],115.4
NG,KE,,,53.0,0.5,,EL_to_HTH_[NG],43.8
NG,KE,,,53.0,0.0,,EL_to_NH3_[NG],0.0
NG,KE,,,53.0,0.0,,NH3_Storage_[NG],0.1
NG,KE,,,53.0,0.0,,NH3_to_EL_[NG],0.0
NG,KE,,,53.0,0.0,,NH3_to_HTH_[NG],0.1
NG,KE,,,53.0,3.5,,FF_to_HTH_[NG],46.3
NG,KE,,,53.0,0.0,,EL_Demand_[NG],91.3
NG,KE,,,53.0,0.0,,HTH_Demand_[NG],47.1
NG,KE,,,53.0,0.0,,RE_PV_Rooftop_Lim_[KE],0.0
NG,KE,,,53.0,0.2,,RE_PV_Openfield_Lim_[KE],10.2
NG,KE,,,53.0,1.0,,RE_WIND_Onshore_Lim_[KE],21.0
NG,KE,,,53.0,0.0,,RE_WIND_Offshore_Lim_[KE],0.0
NG,KE,,,53.0,0.6,,PP_CO2_[KE],7.8
NG,KE,,,53.0,0.1,,BESS_[KE],4.3
NG,KE,,,53.0,0.1,,EL_to_HTH_[KE],5.7
NG,KE,,,53.0,0.0,,EL_to_NH3_[KE],0.0
NG,KE,,,53.0,0.0,,NH3_Storage_[KE],0.0
NG,KE,,,53.0,0.0,,NH3_to_EL_[KE],0.0
NG,KE,,,53.0,0.0,,NH3_to_HTH_[KE],0.0
NG,KE,,,53.0,0.3,,FF_to_HTH_[KE],5.6
NG,KE,,,53.0,0.0,,EL_Demand_[KE],12.2
NG,KE,,,53.0,0.0,,HTH_Demand_[KE],5.8
NG,KE,,,53.0,0.0,,RE_PV_Rooftop_Lim_[NG],0.0
NG,KE,,,53.0,2.7,,RE_PV_Openfield_Lim_[NG],169.6
NG,KE,,,53.0,7.6,,RE_WIND_Onshore_Lim_[NG],162.4
NG,KE,,,53.0,0.0,,RE_WIND_Offshore_Lim_[NG],0.0
NG,KE,,,53.0,3.5,,PP_CO2_[NG],37.0
NG,KE,,,53.0,2.1,,BESS_[NG],115.4
NG,KE,,,53.0,0.5,,EL_to_HTH_[NG],43.8
NG,KE,,,53.0,0.0,,EL_to_NH3_[NG],0.0
NG,KE,,,53.0,0.0,,NH3_Storage_[NG],0.1
NG,KE,,,53.0,0.0,,NH3_to_EL_[NG],0.0
NG,KE,,,53.0,0.0,,NH3_to_HTH_[NG],0.1
NG,KE,,,53.0,3.5,,FF_to_HTH_[NG],46.3
NG,KE,,,53.0,0.0,,EL_Demand_[NG],91.3
NG,KE,,,53.0,0.0,,HTH_Demand_[NG],47.1
NG,KE,,,18.9,0.0,,RE_PV_Rooftop_Lim_[KE],0.0
NG,KE,,,18.9,0.3,,RE_PV_Openfield_Lim_[KE],16.0
NG,KE,,,18.9,1.2,,RE_WIND_Onshore_Lim_[KE],25.5
NG,KE,,,18.9,0.0,,RE_WIND_Offshore_Lim_[KE],0.0
NG,KE,,,18.9,0.7,,PP_CO2_[KE],6.5
NG,KE,,,18.9,0.1,,BESS_[KE],6.6
NG,KE,,,18.9,0.1,,EL_to_HTH_[KE],5.7
NG,KE,,,18.9,0.0,,EL_to_NH3_[KE],0.1
NG,KE,,,18.9,0.0,,NH3_Storage_[KE],0.7
NG,KE,,,18.9,0.0,,NH3_to_EL_[KE],0.2
NG,KE,,,18.9,0.0,,NH3_to_HTH_[KE],0.1
NG,KE,,,18.9,0.1,,FF_to_HTH_[KE],5.5
NG,KE,,,18.9,0.0,,EL_Demand_[KE],12.2
NG,KE,,,18.9,0.0,,HTH_Demand_[KE],5.8
NG,KE,,,18.9,0.0,,RE_PV_Rooftop_Lim_[NG],0.0
NG,KE,,,18.9,3.4,,RE_PV_Openfield_Lim_[NG],213.4
NG,KE,,,18.9,12.6,,RE_WIND_Onshore_Lim_[NG],270.2
NG,KE,,,18.9,0.0,,RE_WIND_Offshore_Lim_[NG],0.0
NG,KE,,,18.9,1.1,,PP_CO2_[NG],16.0
NG,KE,,,18.9,2.9,,BESS_[NG],159.0
NG,KE,,,18.9,0.5,,EL_to_HTH_[NG],45.3
NG,KE,,,18.9,0.0,,EL_to_NH3_[NG],0.3
NG,KE,,,18.9,0.0,,NH3_Storage_[NG],0.6
NG,KE,,,18.9,0.0,,NH3_to_EL_[NG],0.0
NG,KE,,,18.9,0.0,,NH3_to_HTH_[NG],0.3
NG,KE,,,18.9,1.8,,FF_to_HTH_[NG],45.7
NG,KE,,,18.9,0.0,,EL_Demand_[NG],91.3
NG,KE,,,18.9,0.0,,HTH_Demand_[NG],47.1
NG,KE,,,28.4,0.0,,RE_PV_Rooftop_Lim_[KE],0.0
NG,KE,,,28.4,0.2,,RE_PV_Openfield_Lim_[KE],14.4
NG,KE,,,28.4,1.1,,RE_WIND_Onshore_Lim_[KE],23.9
NG,KE,,,28.4,0.0,,RE_WIND_Offshore_Lim_[KE],0.0
NG,KE,,,28.4,0.4,,PP_CO2_[KE],6.6
NG,KE,,,28.4,0.1,,BESS_[KE],7.9
NG,KE,,,28.4,0.1,,EL_to_HTH_[KE],5.7
NG,KE,,,28.4,0.0,,EL_to_NH3_[KE],0.0
NG,KE,,,28.4,0.0,,NH3_Storage_[KE],0.2
NG,KE,,,28.4,0.0,,NH3_to_EL_[KE],0.0
NG,KE,,,28.4,0.0,,NH3_to_HTH_[KE],0.0
NG,KE,,,28.4,0.3,,FF_to_HTH_[KE],5.5
NG,KE,,,28.4,0.0,,EL_Demand_[KE],12.2
NG,KE,,,28.4,0.0,,HTH_Demand_[KE],5.8
NG,KE,,,28.4,0.0,,RE_PV_Rooftop_Lim_[NG],0.0
NG,KE,,,28.4,3.5,,RE_PV_Openfield_Lim_[NG],215.8
NG,KE,,,28.4,10.3,,RE_WIND_Onshore_Lim_[NG],222.0
NG,KE,,,28.4,0.0,,RE_WIND_Offshore_Lim_[NG],0.0
NG,KE,,,28.4,1.7,,PP_CO2_[NG],22.7
NG,KE,,,28.4,2.8,,BESS_[NG],155.5
NG,KE,,,28.4,0.5,,EL_to_HTH_[NG],45.3
NG,KE,,,28.4,0.0,,EL_to_NH3_[NG],0.1
NG,KE,,,28.4,0.0,,NH3_Storage_[NG],0.2
NG,KE,,,28.4,0.0,,NH3_to_EL_[NG],0.0
NG,KE,,,28.4,0.0,,NH3_to_HTH_[NG],0.1
NG,KE,,,28.4,2.3,,FF_to_HTH_[NG],46.0
NG,KE,,,28.4,0.0,,EL_Demand_[NG],91.3
NG,KE,,,28.4,0.0,,HTH_Demand_[NG],47.1
